"","sibs","age","incom16","reg16","res16","pasei10","masei10","granborn","family16","age_num","sibs_num","pasei10_num","masei10_num"
"2404","1",61,"average","south atlantic","in a suburb near a large city","88","iap","don't know","both own mother and father",61,1,88,NA
"2405","1",59,"above average","south atlantic","in a suburb near a large city","83.8","38.3","none","both own mother and father",59,1,83.8,38.3
"2406","1",77,"average","middle atlantic","in a small city or town (under 50,000)","57.8","iap","one","both own mother and father",77,1,57.8,NA
"2408","2",89,"average","middle atlantic","in a small city or town (under 50,000)","28.7","iap","none","both own mother and father",NA,2,28.7,NA
"2410","4",76,"below average","south atlantic","in a medium-size city (50,000-250,000)","39.9","28.6","none","both own mother and father",76,4,39.9,28.6
"2413","4",52,"average","foreign","in open country but not on a farm","80.90000000000001","iap","four","both own mother and father",52,4,80.9,NA
"2414","5",70,"average","foreign","in open country but not on a farm","26.9","84.2","four","both own mother and father",70,5,26.9,84.2
"2416","6",44,"far below average","foreign","in a large city (over 250,000)","14","iap","four","both own mother and father",44,6,14,NA
"2417","2",70,"far below average","middle atlantic","in a small city or town (under 50,000)","21.6","26.9","iap","both own mother and father",70,2,21.6,26.9
"2420","1",28,"far above average","south atlantic","in a large city (over 250,000)","62","iap","none","both own mother and father",28,1,62,NA
"2421","1",44,"average","south atlantic","in a small city or town (under 50,000)","20.7","27","none","both own mother and father",44,1,20.7,27
"2422","11",70,"average","south atlantic","in a suburb near a large city","62","19.6","two","both own mother and father",70,11,62,19.6
"2425","1",35,"average","south atlantic","in a large city (over 250,000)","18.6","23.3","four","both own mother and father",35,1,18.6,23.3
"2428","1",23,"average","south atlantic","in a medium-size city (50,000-250,000)","82.5","39.7","two","both own mother and father",23,1,82.5,39.7
"2429","2",48,"average","south atlantic","in a small city or town (under 50,000)","27.2","38.8","iap","both own mother and father",48,2,27.2,38.8
"2430","1",37,"below average","middle atlantic","in a large city (over 250,000)","73.40000000000001","88","four","both own mother and father",37,1,73.4,88
"2431","1",42,"average","south atlantic","in a small city or town (under 50,000)","57.8","69.3","don't know","both own mother and father",42,1,57.8,69.3
"2433","1",86,"average","east south atlantic","in a small city or town (under 50,000)","45.4","iap","none","both own mother and father",86,1,45.4,NA
"2442","3",69,"below average","east south atlantic","in a small city or town (under 50,000)","31.2","iap","none","both own mother and father",69,3,31.2,NA
"2449","3",73,"above average","east south atlantic","farm","42.2","iap","none","both own mother and father",73,3,42.2,NA
"2450","4",66,"average","east south atlantic","in a suburb near a large city","83.8","84.2","none","both own mother and father",66,4,83.8,84.2
"2451","8",69,"below average","east south atlantic","in open country but not on a farm","26.1","18.8","none","both own mother and father",69,8,26.1,18.8
"2455","10",59,"below average","east south atlantic","in a medium-size city (50,000-250,000)","12.6","15.8","none","both own mother and father",59,10,12.6,15.8
"2456","2",55,"far above average","foreign","in a large city (over 250,000)","85.2","iap","none","both own mother and father",55,2,85.2,NA
"2458","4",30,"below average","foreign","in a medium-size city (50,000-250,000)","34.7","32.6","four","both own mother and father",30,4,34.7,32.6
"2459","6",59,"average","west north central","in a suburb near a large city","32","38.8","none","both own mother and father",59,6,32,38.8
"2462","1",31,"below average","east south atlantic","in a small city or town (under 50,000)","32","12.6","none","both own mother and father",31,1,32,12.6
"2463","4",69,"average","east south atlantic","farm","53.6","59.8","none","both own mother and father",69,4,53.6,59.8
"2465","2",61,"above average","east south atlantic","farm","39.9","iap","none","both own mother and father",61,2,39.9,NA
"2467","2",37,"below average","east south atlantic","in a small city or town (under 50,000)","25","iap","none","both own mother and father",37,2,25,NA
"2470","2",33,"average","east south atlantic","in a medium-size city (50,000-250,000)","65.3","60.3","none","both own mother and father",33,2,65.3,60.3
"2471","2",79,"below average","south atlantic","in a suburb near a large city","82.7","39.7","none","both own mother and father",79,2,82.7,39.7
"2472","3",72,"below average","west south central","in a small city or town (under 50,000)","35.3","iap","none","both own mother and father",72,3,35.3,NA
"2473","2",81,"below average","west south central","in open country but not on a farm","50.4","35.8","one","both own mother and father",81,2,50.4,35.8
"2474","2",83,"average","south atlantic","in a small city or town (under 50,000)","67.7","iap","none","both own mother and father",83,2,67.7,NA
"2475","2",73,"below average","east south atlantic","in open country but not on a farm","14","20.7","none","both own mother and father",73,2,14,20.7
"2476","2",30,"average","east south atlantic","in a small city or town (under 50,000)","32.7","23.8","none","both own mother and father",30,2,32.7,23.8
"2479","6",23,"average","east south atlantic","in a suburb near a large city","18.6","iap","none","both own mother and father",23,6,18.6,NA
"2480","6",70,"average","east south atlantic","farm","39.9","13.2","none","both own mother and father",70,6,39.9,13.2
"2482","3",19,"below average","east south atlantic","in a small city or town (under 50,000)","28.7","iap","two","both own mother and father",19,3,28.7,NA
"2484","0",33,"average","east south atlantic","in a medium-size city (50,000-250,000)","iap","iap","iap","both own mother and father",33,0,NA,NA
"2486","4",69,"average","east south atlantic","in a medium-size city (50,000-250,000)","59.1","80.90000000000001","none","both own mother and father",69,4,59.1,80.9
"2489","2",69,"average","east south atlantic","in open country but not on a farm","26.8","26.8","none","both own mother and father",69,2,26.8,26.8
"2490","11",32,"average","east south atlantic","in a suburb near a large city","82.5","84.2","none","both own mother and father",32,11,82.5,84.2
"2491","2",77,"average","east north central","in a medium-size city (50,000-250,000)","43","61.4","none","both own mother and father",77,2,43,61.4
"2492","2",51,"average","east south atlantic","in a large city (over 250,000)","20.5","iap","four","both own mother and father",51,2,20.5,NA
"2494","4",68,"far below average","east south atlantic","in a medium-size city (50,000-250,000)","20.7","12.6","none","both own mother and father",68,4,20.7,12.6
"2496","3",60,"average","east south atlantic","in a large city (over 250,000)","28.7","iap","none","both own mother and father",60,3,28.7,NA
"2497","5",84,"average","foreign","in a small city or town (under 50,000)","39.9","14","four","both own mother and father",84,5,39.9,14
"2498","3",47,"far below average","foreign","in open country but not on a farm","14","iap","four","both own mother and father",47,3,14,NA
"2500","3",29,"above average","east south atlantic","in a medium-size city (50,000-250,000)","32","iap","one","both own mother and father",29,3,32,NA
"2501","8",46,"average","east south atlantic","in a large city (over 250,000)","77.40000000000001","19.6","two","both own mother and father",46,8,77.4,19.6
"2504","2",77,"below average","east south atlantic","in a suburb near a large city","25.2","24.2","iap","both own mother and father",77,2,25.2,24.2
"2506","0",28,"above average","east south atlantic","in a large city (over 250,000)","58.4","67.7","none","both own mother and father",28,0,58.4,67.7
"2507","2",62,"below average","east south atlantic","in a medium-size city (50,000-250,000)","62.6","iap","none","both own mother and father",62,2,62.6,NA
"2509","3",62,"average","east south atlantic","in a medium-size city (50,000-250,000)","50.4","iap","none","both own mother and father",62,3,50.4,NA
"2510","2",79,"below average","east south atlantic","in a small city or town (under 50,000)","41.1","39.7","none","both own mother and father",79,2,41.1,39.7
"2511","0",65,"below average","middle atlantic","in a small city or town (under 50,000)","32","13.2","none","both own mother and father",65,0,32,13.2
"2512","4",64,"below average","east north central","farm","39.9","38.8","two","both own mother and father",64,4,39.9,38.8
"2513","2",31,"far below average","foreign","in open country but not on a farm","18.6","iap","four","both own mother and father",31,2,18.6,NA
"2515","3",55,"far below average","east south atlantic","in open country but not on a farm","32","iap","none","both own mother and father",55,3,32,NA
"2516","5",40,"below average","foreign","farm","39.9","iap","four","both own mother and father",40,5,39.9,NA
"2517","1",50,"far below average","east south atlantic","in open country but not on a farm","31.2","iap","none","both own mother and father",50,1,31.2,NA
"2519","1",31,"above average","east south atlantic","in a small city or town (under 50,000)","50.4","iap","none","both own mother and father",31,1,50.4,NA
"2520","1",31,"average","middle atlantic","in a large city (over 250,000)","50.4","50.4","none","both own mother and father",31,1,50.4,50.4
"2522","2",77,"above average","foreign","in open country but not on a farm","54.6","iap","four","both own mother and father",77,2,54.6,NA
"2523","7",18,"average","east south atlantic","in a small city or town (under 50,000)","62.9","20.7","none","both own mother and father",18,7,62.9,20.7
"2524","3",20,"average","east south atlantic","in a small city or town (under 50,000)","50.4","50.4","none","both own mother and father",20,3,50.4,50.4
"2525","5",79,"average","foreign","in a small city or town (under 50,000)","72.59999999999999","iap","four","both own mother and father",79,5,72.6,NA
"2526","5",21,"average","east south atlantic","in a small city or town (under 50,000)","50.4","20.8","none","both own mother and father",21,5,50.4,20.8
