"","sibs","age","incom16","reg16","res16","pasei10","masei10","granborn","family16","age_num","sibs_num","pasei10_num","masei10_num"
"2380","1","no answer","average","south atlantic","in a large city (over 250,000)","iap","84.2","none","some other female relative (no male head)",NA,1,NA,84.2
"2381","5","58","average","foreign","in open country but not on a farm","52.3","43","four","both own mother and father",58,5,52.3,43
"2382","2","19","above average","foreign","in open country but not on a farm","77.40000000000001","61.4","four","both own mother and father",19,2,77.4,61.4
"2383","2","69","below average","west north central","in a suburb near a large city","67.7","77.40000000000001","none","both own mother and father",69,2,67.7,77.4
"2384","2","43","average","south atlantic","in a suburb near a large city","83.8","84.2","none","both own mother and father",43,2,83.8,84.2
"2385","10","71","average","south atlantic","in a suburb near a large city","43","19.6","none","mother and stepfather",71,10,43,19.6
"2386","2","52","average","south atlantic","in a medium-size city (50,000-250,000)","46.5","57.5","four","both own mother and father",52,2,46.5,57.5
"2387","2","49","average","new england","in a small city or town (under 50,000)","70.3","87.3","one","both own mother and father",49,2,70.3,87.3
"2388","5","65","below average","pacific","in a suburb near a large city","67.8","59.1","none","both own mother and father",65,5,67.8,59.1
"2389","1","48","above average","new england","in a suburb near a large city","84.3","iap","none","both own mother and father",48,1,84.3,NA
"2390","3","73","average","new england","in a medium-size city (50,000-250,000)","iap","iap","three","mother only",73,3,NA,NA
"2391","1","56","below average","middle atlantic","in a suburb near a large city","81.59999999999999","39.7","none","both own mother and father",56,1,81.6,39.7
"2392","0","71","far above average","new england","in a small city or town (under 50,000)","52.5","62.7","two","both own mother and father",71,0,52.5,62.7
"2393","3","47","far above average","south atlantic","in a medium-size city (50,000-250,000)","30.8","34.6","none","both own mother and father",47,3,30.8,34.6
"2394","2","41","above average","west south central","in a suburb near a large city","71.8","38.8","none","both own mother and father",41,2,71.8,38.8
"2395","4","44","below average","foreign","in open country but not on a farm","14","iap","four","father only",44,4,14,NA
"2396","2","59","far above average","middle atlantic","in a suburb near a large city","76.3","84.2","none","both own mother and father",59,2,76.3,84.2
"2397","4","41","far below average","south atlantic","in a small city or town (under 50,000)","iap","38.3","none","mother only",41,4,NA,38.3
"2398","1","no answer","average","east south atlantic","in a small city or town (under 50,000)","46.5","23.3","none","both own mother and father",NA,1,46.5,23.3
"2399","10","no answer","skipped on web","foreign","in a medium-size city (50,000-250,000)","iap","iap","four","other",NA,10,NA,NA
"2400","3","58","below average","south atlantic","in a small city or town (under 50,000)","41.8","iap","none","other",58,3,41.8,NA
"2401","4","71","far below average","south atlantic","in a small city or town (under 50,000)","38.2","13.6","none","both own mother and father",71,4,38.2,13.6
"2402","2","71","far below average","middle atlantic","in a suburb near a large city","84","38.8","none","both own mother and father",71,2,84,38.8
"2403","2","64","above average","middle atlantic","in a suburb near a large city","81","38.3","four","both own mother and father",64,2,81,38.3
"2404","1","61","average","south atlantic","in a suburb near a large city","88","iap","don't know","both own mother and father",61,1,88,NA
"2405","1","59","above average","south atlantic","in a suburb near a large city","83.8","38.3","none","both own mother and father",59,1,83.8,38.3
"2406","1","77","average","middle atlantic","in a small city or town (under 50,000)","57.8","iap","one","both own mother and father",77,1,57.8,NA
"2407","no answer","no answer","above average","middle atlantic","in a suburb near a large city","39.7","iap","four","both own mother and father",NA,NA,39.7,NA
"2408","2","89","average","middle atlantic","in a small city or town (under 50,000)","28.7","iap","none","both own mother and father",NA,2,28.7,NA
"2409","1","22","average","south atlantic","in a medium-size city (50,000-250,000)","59.1","iap","none","other",22,1,59.1,NA
"2410","4","76","below average","south atlantic","in a medium-size city (50,000-250,000)","39.9","28.6","none","both own mother and father",76,4,39.9,28.6
"2411","4","30","average","south atlantic","in a small city or town (under 50,000)","25.2","37.6","none","father and stepmother",30,4,25.2,37.6
"2412","3","24","average","south atlantic","in a small city or town (under 50,000)","iap","43.8","none","mother only",24,3,NA,43.8
"2413","4","52","average","foreign","in open country but not on a farm","80.90000000000001","iap","four","both own mother and father",52,4,80.9,NA
"2414","5","70","average","foreign","in open country but not on a farm","26.9","84.2","four","both own mother and father",70,5,26.9,84.2
"2415","8","31","average","south atlantic","in a medium-size city (50,000-250,000)","iap","iap","no answer","mother only",31,8,NA,NA
"2416","6","44","far below average","foreign","in a large city (over 250,000)","14","iap","four","both own mother and father",44,6,14,NA
"2417","2","70","far below average","middle atlantic","in a small city or town (under 50,000)","21.6","26.9","iap","both own mother and father",70,2,21.6,26.9
"2418","4","no answer","below average","foreign","farm","iap","iap","don't know","both own mother and father",NA,4,NA,NA
"2419","4","no answer","below average","foreign","in a medium-size city (50,000-250,000)","24","iap","four","both own mother and father",NA,4,24,NA
"2420","1","28","far above average","south atlantic","in a large city (over 250,000)","62","iap","none","both own mother and father",28,1,62,NA
"2421","1","44","average","south atlantic","in a small city or town (under 50,000)","20.7","27","none","both own mother and father",44,1,20.7,27
"2422","11","70","average","south atlantic","in a suburb near a large city","62","19.6","two","both own mother and father",70,11,62,19.6
"2423","0","40","average","south atlantic","in a small city or town (under 50,000)","iap","81","none","mother only",40,0,NA,81
"2424","8","56","below average","mountain","in a medium-size city (50,000-250,000)","25.2","10.6","none","mother and stepfather",56,8,25.2,10.6
"2425","1","35","average","south atlantic","in a large city (over 250,000)","18.6","23.3","four","both own mother and father",35,1,18.6,23.3
"2426","3","no answer","iap","foreign","in a large city (over 250,000)","20.7","iap","no answer","other arrangement with relatives (e.g., aunt and uncle, grandparents)",NA,3,20.7,NA
"2427","3","no answer","average","south atlantic","in a small city or town (under 50,000)","28.7","iap","none","father only",NA,3,28.7,NA
"2428","1","23","average","south atlantic","in a medium-size city (50,000-250,000)","82.5","39.7","two","both own mother and father",23,1,82.5,39.7
"2429","2","48","average","south atlantic","in a small city or town (under 50,000)","27.2","38.8","iap","both own mother and father",48,2,27.2,38.8
"2430","1","37","below average","middle atlantic","in a large city (over 250,000)","73.40000000000001","88","four","both own mother and father",37,1,73.4,88
"2431","1","42","average","south atlantic","in a small city or town (under 50,000)","57.8","69.3","don't know","both own mother and father",42,1,57.8,69.3
"2432","2","60","average","east south atlantic","in a small city or town (under 50,000)","iap","13.2","none","mother only",60,2,NA,13.2
"2433","1","86","average","east south atlantic","in a small city or town (under 50,000)","45.4","iap","none","both own mother and father",86,1,45.4,NA
"2434","13","77","below average","east south atlantic","farm","iap","25","none","some other female relative (no male head)",77,13,NA,25
"2435","10","36","far below average","east south atlantic","in a suburb near a large city","iap","62.9","none","mother only",36,10,NA,62.9
"2436","2","45","don't know","mountain","in a small city or town (under 50,000)","iap","iap","four","other",45,2,NA,NA
"2437","2","43","below average","east south atlantic","in a small city or town (under 50,000)","84.5","30.3","none","other",43,2,84.5,30.3
"2438","3","25","average","east south atlantic","in a small city or town (under 50,000)","iap","23.3","none","some other female relative (no male head)",25,3,NA,23.3
"2439","7","38","average","east south atlantic","in a small city or town (under 50,000)","iap","24.2","none","mother only",38,7,NA,24.2
"2440","1","29","below average","east south atlantic","in a small city or town (under 50,000)","iap","23.8","none","mother only",29,1,NA,23.8
"2441","1","37","average","east south atlantic","in open country but not on a farm","27.1","iap","none","other",37,1,27.1,NA
"2442","3","69","below average","east south atlantic","in a small city or town (under 50,000)","31.2","iap","none","both own mother and father",69,3,31.2,NA
"2443","17","49","far above average","east south atlantic","in a small city or town (under 50,000)","59.1","iap","iap","father and stepmother",49,17,59.1,NA
"2444","5","no answer","average","east north central","in a small city or town (under 50,000)","68","21.6","two","both own mother and father",NA,5,68,21.6
"2445","4","no answer","far below average","east south atlantic","in a medium-size city (50,000-250,000)","36.7","46.6","none","other",NA,4,36.7,46.6
"2446","2","25","below average","west north central","in a medium-size city (50,000-250,000)","iap","37.2","none","mother only",25,2,NA,37.2
